Hotel,Area,Room,Supply,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Demand,Date,Month
桃園喜來登酒店(原桃禧航空城酒店 ~03/2019),Taoyuan-Hsinchu-Miaoli,190,5890,0.07,3960,1722426,1720855,3718905,292.64,435,3/1/2020,Mar-20
樂樂日暉溫泉酒店,Others,48,1488,0,0,0,0,0,0,0,3/1/2020,Mar-20
歐華酒店,Taipei,112,3472,0.05,3295,573380,2771502,3810965,165.08,174,3/1/2020,Mar-20
洛碁⼤飯店花華本館,Taipei,112,3472,0.01,1766,44154,0,44154,12.72,25,3/1/2020,Mar-20
海灣藝術酒店,Taichung,226,7006,0.02,1858,243414,558314,936602,34.74,131,3/1/2020,Mar-20
涵碧樓⼤飯店,Scenery,96,2976,0.39,13942,16089264,3653726,25110851,5406.71,1154,3/1/2020,Mar-20
漢來⼤飯店,Kaohsiung,535,16585,0.19,2687,8461609,32049090,49973789,510.26,3149,3/1/2020,Mar-20
澎湖福朋喜來登酒店,Others,331,10261,0.16,1884,3111026,4672545,9118364,303.14,1651,3/1/2020,Mar-20
瑞穗天合國際觀光酒店,Hualien,198,6138,0.32,5727,11076745,6689988,20596570,1804.58,1934,3/1/2020,Mar-20
瓏⼭林台北中和飯店,Others,126,3906,0.07,2254,655844,1249190,2834122,167.92,291,3/1/2020,Mar-20
知本老爺大酒店,Scenery,182,5642,0.66,3521,13030114,6925660,22556302,2309.78,3701,3/1/2020,Mar-20
碧特弗⼤飯店,Others,54,1674,0.03,2734,147617,19616,167233,88.31,54,3/1/2020,Mar-20
礁溪老爺大酒店,Scenery,197,6107,0.49,5821,17531401,10909501,35541848,2870.92,3012,3/1/2020,Mar-20
神旺⼤飯店,Taipei,268,8308,0.01,2656,318738,16082620,17027954,38.25,120,3/1/2020,Mar-20
福容大飯店(台北一館),Taipei,120,3720,0.07,2361,630349,3152926,4185030,169.52,267,3/1/2020,Mar-20
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4619,0.24,2535,2783950,624801,3419058,602.57,1098,3/1/2020,Mar-20
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5642,0.1,2208,1242947,1619392,3015938,220.36,563,3/1/2020,Mar-20
福容大飯店(淡水漁人碼頭),Others,198,6138,0.13,2738,2206877,7309487,10329824,359.5,806,3/1/2020,Mar-20
福容大飯店(福隆),Scenery,174,5394,0.17,2464,2293870,1831715,4199965,425.29,931,3/1/2020,Mar-20
福容大飯店(高雄),Kaohsiung,250,7750,0.18,1624,2301518,3910988,6236956,296.87,1417,3/1/2020,Mar-20
福華大飯店,Taipei,606,18786,0.07,3220,4061000,15236000,31190000,216.06,1261,3/1/2020,Mar-20
第一⼤飯店,Taipei,176,5456,0.05,1533,406376,2769339,22500727,74.5,265,3/1/2020,Mar-20
綠舞國際觀光飯店,Others,104,3224,0.12,5776,2154598,1133789,3757311,668.28,373,3/1/2020,Mar-20
美侖⼤飯店,Hualien,343,10633,0.24,1531,3895475,1699546,5735018,366.37,2545,3/1/2020,Mar-20
美麗信花園酒店,Taipei,203,6293,0.19,1494,1783452,2038424,5813495,283.41,1194,3/1/2020,Mar-20
美麗春天⼤飯店,Others,34,1054,0.03,2753,93587,26003,119590,88.92,34,3/1/2020,Mar-20
義大皇家酒店,Kaohsiung,656,20336,0.08,2273,3520877,6851629,12102813,173.2,1549,3/1/2020,Mar-20
義華酒店,Taipei,149,4619,0.06,3540,934560,119015,2535315,202.49,264,3/1/2020,Mar-20
老爺大酒店,Taipei,202,6262,0.12,3883,3017044,10102447,16384095,481.88,777,3/1/2020,Mar-20
耐斯王⼦⼤飯店,Others,245,7595,0.17,2138,2691396,4435385,7499050,354.48,1259,3/1/2020,Mar-20
花蓮亞士都飯店,Hualien,167,5177,0.12,982,600000,300000,915558,115.88,611,3/1/2020,Mar-20
花蓮翰品酒店,Hualien,197,6107,0.44,1961,5277695,4802578,10503728,864.02,2691,3/1/2020,Mar-20
華園大飯店,Kaohsiung,269,8339,0.12,1633,1593774,896527,5386936,191.06,976,3/1/2020,Mar-20
華泰王子大飯店,Taipei,220,6820,0.05,2448,866439,4955978,7234985,127.05,354,3/1/2020,Mar-20
蘭城晶英酒店,Others,193,5983,0.2,7883,9483225,20046821,32984377,1585.27,1203,3/1/2020,Mar-20
裕元花園酒店,Taichung,149,4619,0.34,2433,3855932,10177707,16829390,834.76,1585,3/1/2020,Mar-20
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.01,2828,288406,2067454,2518079,24.32,102,3/1/2020,Mar-20
豪景⼤酒店,Taipei,209,6479,0.04,1622,429934,440320,1115432,66.34,265,3/1/2020,Mar-20
趣淘漫旅,Scenery,198,6138,0.3,2376,4379702,913861,6336899,713.51,1843,3/1/2020,Mar-20
遠百企業觀光旅館,Others,40,1240,0.05,1000,56000,0,56000,45.2,56,3/1/2020,Mar-20
遠雄悅來大飯店,Hualien,381,11811,0.29,2702,9135386,5273229,17539237,773.58,3381,3/1/2020,Mar-20
鈺通⼤飯店,Others,120,3720,0.06,2022,475066,2586824,3078328,127.79,235,3/1/2020,Mar-20
阿里山賓館,Scenery,35,1085,0.42,6071,2768523,0,2768523,2551.64,456,3/1/2020,Mar-20
阿里山賓館(新館),Scenery,104,3224,0.72,5816,13516905,7469925,21466439,4192.17,2324,3/1/2020,Mar-20
陸島酒店,Others,47,1457,0,0,39309,3040,42349,0,0,3/1/2020,Mar-20
陽明⼭中國麗緻⼤飯店,Scenery,47,1457,0.2,3040,905884,1336622,3613011,621.68,298,3/1/2020,Mar-20
雲品溫泉酒店⽇⽉潭,Scenery,211,6541,0.37,7844,18911499,10806766,32159948,2891.3,2411,3/1/2020,Mar-20
首都大飯店,Taipei,129,3999,0.13,1652,847551,1026223,2392654,211.95,513,3/1/2020,Mar-20
香格⾥拉台北遠東國際⼤飯店,Taipei,420,13020,0.12,4621,7417382,18418015,31459754,569.77,1605,3/1/2020,Mar-20
香格里拉台南遠東國際大飯店,Others,331,10261,0.39,2982,11854694,8053379,22850199,1155.53,3976,3/1/2020,Mar-20
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5921,0.23,1897,2594604,2354998,4999607,438.21,1368,3/1/2020,Mar-20
⾼雄國賓⼤飯店,Kaohsiung,453,14043,0.2,2077,5887923,14399728,21073756,419.35,2835,3/1/2020,Mar-20
高雄圓山大飯店,Scenery,107,3317,0.14,2346,1086262,6251348,7818844,327.5,463,3/1/2020,Mar-20
⾼雄福華⼤飯店,Kaohsiung,271,8401,0.27,2010,4537216,9560670,16241194,540.09,2257,3/1/2020,Mar-20
麒麟⼤飯店,Others,167,5177,0.09,2865,1357830,416520,1983910,262.43,474,3/1/2020,Mar-20
麗尊⼤酒店,Kaohsiung,188,5828,0.2,2070,2448984,10871826,13765692,420.21,1183,3/1/2020,Mar-20
龍⾕⼤飯店,Scenery,189,5859,0.04,1934,508655,129505,871226,86.84,263,3/1/2020,Mar-20
⻄華⼤飯店,Taipei,343,10290,0.03,4016,1048158,3381588,5224152,102.01,261,4/1/2020,Apr-20
⻑榮桂冠酒店(台中),Taichung,354,10620,0.22,1980,4574901,6604245,12680299,430.65,2310,4/1/2020,Apr-20
⻑榮桂冠酒店(基隆),Others,140,4200,0.13,2348,1275059,907045,3186952,303.6,543,4/1/2020,Apr-20
⻑榮鳳凰酒店(礁溪),Others,231,6930,0.23,4948,8024947,6194965,17996832,1158.33,1622,4/1/2020,Apr-20
三德⼤飯店,Taipei,287,8610,0.12,923,917889,63980,2723207,106.51,994,4/1/2020,Apr-20
亞士都飯店,Taipei,40,1200,0.06,1937,139480,0,139480,116.22,72,4/1/2020,Apr-20
亞都麗緻⼤飯店,Taipei,209,6270,0.06,3624,1330079,7760155,12493527,212,367,4/1/2020,Apr-20
兄弟大飯店,Taipei,250,7500,0.08,2090,1287659,17274194,20732807,171.59,616,4/1/2020,Apr-20
全國⼤飯店,Taichung,178,5340,0.16,1710,1477139,4031082,9508353,276.68,864,4/1/2020,Apr-20
六福客棧,Taipei,230,6900,0.07,1053,535145,2273526,3087938,77.5,508,4/1/2020,Apr-20
凱撒⼤飯店,Scenery,281,8430,0.55,3995,18429191,3565506,23243805,2186.06,4613,4/1/2020,Apr-20
北投老爺酒店,Taipei,50,1500,0.22,5552,1815381,1654446,3951975,1210.34,327,4/1/2020,Apr-20
北投麗禧溫泉酒店,Taipei,66,1980,0.13,14503,3741791,2392379,10314591,1889.74,258,4/1/2020,Apr-20
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3330,0.17,4515,2551186,1949517,6090256,766.2,565,4/1/2020,Apr-20
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7650,0.25,2185,4172602,15467362,20030471,545.59,1910,4/1/2020,Apr-20
台中港酒店,Taichung,200,6000,0.36,2472,5298357,665282,6362911,883,2143,4/1/2020,Apr-20
台中福華大飯店,Taichung,155,4650,0.28,2353,3047172,2579239,6349816,655.31,1295,4/1/2020,Apr-20
台中金典酒店,Taichung,222,6660,0.26,2404,4206638,5144922,12655840,631.77,1750,4/1/2020,Apr-20
台北W飯店,Taipei,405,12150,0.09,7316,7725749,6510516,17396116,635.76,1056,4/1/2020,Apr-20
台北中山雅樂軒酒店,Taipei,88,2640,0.17,2745,1254416,237808,1664604,475.16,457,4/1/2020,Apr-20
台北凱撒大飯店,Taipei,478,14340,0.05,1656,1194195,3009000,8684097,83.3,721,4/1/2020,Apr-20
台北君品大酒店,Taipei,286,8580,0.15,2613,3304884,21830957,27067114,385.16,1265,4/1/2020,Apr-20
台北君悅酒店,Taipei,850,25500,0.06,4427,6516412,36464007,51239927,255.44,1472,4/1/2020,Apr-20
台北寒舍喜來登大飯店,Taipei,688,20640,0.1,2972,5897314,38136003,52276717,285.61,1984,4/1/2020,Apr-20
台北寒舍艾美酒店,Taipei,160,4800,0.11,5487,2864025,13427401,26462750,596.99,522,4/1/2020,Apr-20
台北有園飯店,Taipei,56,1680,0.06,2252,209404,0,550703,124.76,93,4/1/2020,Apr-20
台北美福⼤飯店,Taipei,146,4380,0.12,4591,2391983,17233166,21422720,545.87,521,4/1/2020,Apr-20
台北花園⼤酒店,Taipei,241,7230,0.11,1283,979267,7670181,9662688,135.36,763,4/1/2020,Apr-20
台北華國⼤飯店,Taipei,326,9780,0.06,1883,1122468,6552844,8457149,114.67,596,4/1/2020,Apr-20
台北萬豪酒店,Taipei,318,9540,0.07,5003,3326888,17531908,28291177,348.71,665,4/1/2020,Apr-20
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15480,0.16,2955,7206271,3092148,11746178,465.71,2439,4/1/2020,Apr-20
台南大員皇冠假日酒店,Others,230,6900,0.47,2681,8744106,5906199,16482315,1267.58,3262,4/1/2020,Apr-20
台南⼤飯店,Others,152,4560,0.31,1935,2763536,2714055,5731957,606.04,1428,4/1/2020,Apr-20
台東桂⽥喜來登酒店,Others,278,8340,0.26,2564,5591255,3854929,10360768,670.49,2181,4/1/2020,Apr-20
台糖⻑榮酒店(台南),Others,197,5910,0.23,2141,2934978,5614913,9093269,496.71,1371,4/1/2020,Apr-20
合尊酒店 S Hotel,Taipei,101,3030,0.63,3582,6853209,2410197,10189747,2261.67,1913,4/1/2020,Apr-20
名人堂花園大飯店,Taoyuan-Hsinchu-Miaoli,128,3840,0.1,4849,1920351,6038228,11542630,499.93,396,4/1/2020,Apr-20
名都觀光渡假大飯店,Scenery,97,2910,0,2592,36286,518269,569692,12.44,14,4/1/2020,Apr-20
國王大飯店,Taipei,97,2910,0,3139,25113,102790,172483,8.48,8,4/1/2020,Apr-20
國聯⼤飯店,Taipei,243,7290,0.11,1127,896795,283665,1320174,123.07,796,4/1/2020,Apr-20
國賓大飯店,Taipei,422,12660,0.04,4086,2030742,27100425,31249453,160.58,497,4/1/2020,Apr-20
圓山大飯店,Taipei,500,15000,0.04,2857,1805413,8714140,14081540,120.28,632,4/1/2020,Apr-20
墾丁怡灣渡假酒店,Scenery,236,7080,0.08,2639,1557027,66161,1728338,219.83,590,4/1/2020,Apr-20
墾丁福華渡假飯店,Scenery,458,13740,0.23,2953,9455088,2191348,12084574,688.05,3202,4/1/2020,Apr-20
大億麗緻酒店,Others,315,9450,0.13,4625,5799882,5317373,13231303,613.74,1254,4/1/2020,Apr-20
大板根渡假酒店,Others,95,2850,0.22,4315,2666671,2582350,9469372,935.49,618,4/1/2020,Apr-20
天成大飯店,Taipei,225,6750,0.07,1511,709999,5398271,6533990,105.17,470,4/1/2020,Apr-20
太魯閣晶英酒店,Scenery,160,4800,0.55,7602,20144495,6399401,29306826,4197.06,2650,4/1/2020,Apr-20
娜路彎⼤酒店,Others,276,8280,0.26,3260,6911200,3919303,12578486,834.56,2120,4/1/2020,Apr-20
寒舍艾麗酒店,Taipei,235,7050,0.31,2775,6124581,384941,7616457,868.58,2207,4/1/2020,Apr-20
寒軒國際大飯店,Kaohsiung,380,11400,0.08,1772,1679771,4642432,6575335,147.43,948,4/1/2020,Apr-20
寶華大飯店,Others,78,2340,0.04,1374,138798,1560,142358,59.36,101,4/1/2020,Apr-20
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,6930,0,0,0,4335299,4770543,0,0,4/1/2020,Apr-20
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7500,0.22,1784,2947899,28996170,31994452,393.02,1652,4/1/2020,Apr-20
山泉大飯店,Others,146,4380,0.28,1543,1878352,355760,2351697,428.8,1217,4/1/2020,Apr-20
幼獅大飯店,Others,55,1650,0.08,1963,266900,0,292500,161.75,136,4/1/2020,Apr-20
康華⼤飯店,Taipei,215,6450,0,0,0,1874555,2238489,0,0,4/1/2020,Apr-20
悅川酒店,Others,103,3090,0.4,2432,3005514,3389789,6395303,972.8,1236,4/1/2020,Apr-20
慶泰大飯店,Taipei,150,4500,0.02,1552,125717,2114445,2389073,27.94,81,4/1/2020,Apr-20
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11580,0.3,2253,7837385,11578922,21964032,676.8,3479,4/1/2020,Apr-20
新竹國賓大飯店,Taoyuan-Hsinchu-Miaoli,257,7710,0.12,2378,2185674,13243968,17780693,283.46,919,4/1/2020,Apr-20
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6240,0.2,2867,3552727,4359494,8264359,569.39,1239,4/1/2020,Apr-20
日勝生加賀屋國際溫泉飯店,Taipei,90,2700,0.4,3209,3507771,2933003,9355245,1299,1093,4/1/2020,Apr-20
⽇⽉⾏館,Scenery,92,2760,0.14,9366,3493474,1083016,4698712,1265.35,373,4/1/2020,Apr-20
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,380,11400,0,2310,4620,1327235,1464579,0.46,2,4/1/2020,Apr-20
晶英國際⾏館,Kaohsiung,147,4410,0.09,6873,2845234,7282473,11301407,645.37,414,4/1/2020,Apr-20
晶華酒店,Taipei,538,16140,0.21,4079,13877109,56071117,106647952,859.85,3402,4/1/2020,Apr-20
板橋凱撒大飯店,Others,400,12000,0.17,2256,4485556,2706065,7194800,373.82,1988,4/1/2020,Apr-20
桃園喜來登酒店(原桃禧航空城酒店 ~03/2019),Taoyuan-Hsinchu-Miaoli,190,5700,0.06,2087,744973,1629493,2578807,130.65,357,4/1/2020,Apr-20
樂樂日暉溫泉酒店,Others,48,1440,0.06,1959,162604,0,162604,112.84,83,4/1/2020,Apr-20
歐華酒店,Taipei,112,3360,0.04,3133,376012,2524812,3240225,111.85,120,4/1/2020,Apr-20
洛碁⼤飯店花華本館,Taipei,112,3360,0,1029,15432,0,15432,4.63,15,4/1/2020,Apr-20
海灣藝術酒店,Taichung,226,6780,0.01,1888,113259,163901,1577224,16.61,60,4/1/2020,Apr-20
涵碧樓⼤飯店,Scenery,96,2880,0.38,13673,15149234,5224695,23195697,5260,1108,4/1/2020,Apr-20
漢來⼤飯店,Kaohsiung,535,16050,0.11,2822,4955533,24377241,37297196,308.73,1756,4/1/2020,Apr-20
澎湖福朋喜來登酒店,Others,331,9930,0.14,1937,2645432,3303163,6809525,266.53,1366,4/1/2020,Apr-20
瑞穗天合國際觀光酒店,Hualien,198,5940,0.33,6499,12758368,6603571,22221025,2147.92,1963,4/1/2020,Apr-20
瓏⼭林台北中和飯店,Others,126,3780,0.07,1990,563292,963492,2223934,149.05,283,4/1/2020,Apr-20
知本老爺大酒店,Scenery,182,5460,0.52,3981,11296821,5568926,19063484,2069.32,2838,4/1/2020,Apr-20
碧特弗⼤飯店,Others,54,1620,0.04,2074,147275,31800,179075,90.84,71,4/1/2020,Apr-20
礁溪老爺大酒店,Scenery,197,5910,0.34,6614,13365918,8511405,28733287,2261.99,2021,4/1/2020,Apr-20
神旺⼤飯店,Taipei,268,8040,0.02,2800,417214,18608094,19838818,51.8,149,4/1/2020,Apr-20
福容大飯店(台北一館),Taipei,120,3600,0.06,2053,445565,2948173,3771982,123.8,217,4/1/2020,Apr-20
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4470,0.16,2614,1910847,721659,2729262,427.39,731,4/1/2020,Apr-20
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5460,0.1,2073,1117456,1671942,3294812,204.61,539,4/1/2020,Apr-20
福容大飯店(淡水漁人碼頭),Others,198,5940,0.17,2985,3024224,6032291,9694059,508.94,1013,4/1/2020,Apr-20
福容大飯店(福隆),Scenery,174,5220,0.1,4495,2355548,1185659,3597225,451.3,524,4/1/2020,Apr-20
福容大飯店(高雄),Kaohsiung,250,7500,0.13,1744,1733344,899625,2632969,231.08,994,4/1/2020,Apr-20
福華大飯店,Taipei,606,18180,0.04,2767,1821000,14636000,26934000,100.17,658,4/1/2020,Apr-20
第一⼤飯店,Taipei,176,5280,0.01,1318,50091,2334277,16448251,9.49,38,4/1/2020,Apr-20
綠舞國際觀光飯店,Others,104,3120,0.12,5003,1800957,971128,3364087,577.35,360,4/1/2020,Apr-20
美侖⼤飯店,Hualien,343,10290,0.28,1550,4413849,1488362,6091523,428.89,2847,4/1/2020,Apr-20
美麗信花園酒店,Taipei,203,6090,0.14,1275,1098759,924571,3593023,180.41,862,4/1/2020,Apr-20
美麗春天⼤飯店,Others,34,1020,0,4320,8640,42155,50795,8.64,2,4/1/2020,Apr-20
義大皇家酒店,Kaohsiung,656,19680,0.06,2656,3123592,3802617,7990518,158.83,1176,4/1/2020,Apr-20
義華酒店,Taipei,149,4470,0.07,3203,989727,102501,2517732,221.33,309,4/1/2020,Apr-20
老爺大酒店,Taipei,202,6060,0.14,2512,2090232,9567728,14297349,344.9,832,4/1/2020,Apr-20
耐斯王⼦⼤飯店,Others,245,7350,0.13,2261,2233441,4059355,6534359,303.88,988,4/1/2020,Apr-20
花蓮亞士都飯店,Hualien,167,5010,0.1,1385,720000,149957,877388,143.76,520,4/1/2020,Apr-20
花蓮翰品酒店,Hualien,197,5910,0.39,2174,4957077,2471717,7671027,838.73,2280,4/1/2020,Apr-20
華園大飯店,Kaohsiung,269,8070,0.08,1526,978194,1309173,2585479,121.16,641,4/1/2020,Apr-20
華泰王子大飯店,Taipei,220,6600,0.06,1105,453249,5349049,7206770,68.62,410,4/1/2020,Apr-20
蘭城晶英酒店,Others,193,5790,0.11,9109,6057724,18787756,27738236,1046.62,665,4/1/2020,Apr-20
裕元花園酒店,Taichung,149,4470,0.28,2586,3240647,8921808,14975768,724.86,1253,4/1/2020,Apr-20
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11520,0.01,2244,242393,2394581,2807436,21.09,108,4/1/2020,Apr-20
豪景⼤酒店,Taipei,209,6270,0.01,766,41350,0,286350,6.59,54,4/1/2020,Apr-20
趣淘漫旅,Scenery,198,5940,0.33,2254,4474171,942450,6350382,753.29,1985,4/1/2020,Apr-20
遠百企業觀光旅館,Others,40,1200,0.02,1000,18000,0,18000,15,18,4/1/2020,Apr-20
遠雄悅來大飯店,Hualien,381,11430,0.33,2715,10111281,5458560,18908311,884.55,3724,4/1/2020,Apr-20
鈺通⼤飯店,Others,120,3600,0.06,2151,464705,1181005,1677660,129.06,216,4/1/2020,Apr-20
阿里山賓館,Scenery,35,1050,0.17,6075,1093532,0,1093532,1041.25,180,4/1/2020,Apr-20
阿里山賓館(新館),Scenery,104,3120,0.29,5848,5339009,2681874,8308173,1711.12,913,4/1/2020,Apr-20
陸島酒店,Others,47,1410,0.02,1426,37071,2880,41701,26.24,26,4/1/2020,Apr-20
陽明⼭中國麗緻⼤飯店,Scenery,47,1410,0.22,3186,1006832,1352989,3645213,713.98,316,4/1/2020,Apr-20
雲品溫泉酒店⽇⽉潭,Scenery,211,6330,0.29,8994,16450597,9173480,27420087,2598.37,1829,4/1/2020,Apr-20
首都大飯店,Taipei,129,3870,0.07,1762,491725,574152,1587090,127.04,279,4/1/2020,Apr-20
香格⾥拉台北遠東國際⼤飯店,Taipei,420,12600,0.07,5041,4471600,16709284,25740455,354.89,887,4/1/2020,Apr-20
香格里拉台南遠東國際大飯店,Others,331,9930,0.34,3122,10610041,6834571,20073614,1068.66,3399,4/1/2020,Apr-20
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5730,0.19,2685,2915591,1304273,4334186,508.81,1086,4/1/2020,Apr-20
⾼雄國賓⼤飯店,Kaohsiung,453,13590,0.22,1940,5866836,9793166,16288340,431.65,3024,4/1/2020,Apr-20
高雄圓山大飯店,Scenery,107,3210,0.16,2341,1215172,3206714,5014982,378.54,519,4/1/2020,Apr-20
⾼雄福華⼤飯店,Kaohsiung,271,8130,0.21,2021,3479637,6242068,11259591,428.05,1722,4/1/2020,Apr-20
麒麟⼤飯店,Others,167,5010,0.12,1912,1139719,287655,1705134,227.53,596,4/1/2020,Apr-20
麗尊⼤酒店,Kaohsiung,188,5640,0.17,2019,1970954,7217503,9435693,349.29,976,4/1/2020,Apr-20
龍⾕⼤飯店,Scenery,189,5670,0.07,1350,553574,263082,1042695,97.61,410,4/1/2020,Apr-20
⻄華⼤飯店,Taipei,343,10633,0.11,2209,2652452,10139723,14485788,249.62,1201,5/1/2020,May-20
⻑榮桂冠酒店(台中),Taichung,354,10974,0.26,1977,5546019,13398137,21520264,505.32,2805,5/1/2020,May-20
⻑榮桂冠酒店(基隆),Others,140,4340,0.27,2141,2509821,2613229,6333056,578.07,1172,5/1/2020,May-20
⻑榮鳳凰酒店(礁溪),Others,231,7161,0.45,4343,13920350,12369836,31346695,1943.93,3205,5/1/2020,May-20
三德⼤飯店,Taipei,287,8897,0.13,919,1094010,64662,2088042,123.05,1191,5/1/2020,May-20
亞士都飯店,Taipei,40,1240,0.09,2173,239082,0,239082,192.75,110,5/1/2020,May-20
亞都麗緻⼤飯店,Taipei,209,6479,0.08,3416,1827537,11872381,18191900,282.16,535,5/1/2020,May-20
兄弟大飯店,Taipei,250,7750,0.04,2930,846858,31712653,36003400,109.29,289,5/1/2020,May-20
全國⼤飯店,Taichung,178,5518,0.19,1792,1921070,6247825,15333751,348.19,1072,5/1/2020,May-20
六福客棧,Taipei,230,7130,0.06,1143,497253,3332651,4118244,69.72,435,5/1/2020,May-20
凱撒⼤飯店,Scenery,281,8711,0.76,3783,25052268,5432368,32336961,2875.84,6622,5/1/2020,May-20
北投老爺酒店,Taipei,50,1550,0.32,4382,2190988,2754166,5586021,1413.63,500,5/1/2020,May-20
北投麗禧溫泉酒店,Taipei,66,2046,0.14,13319,3902600,2652798,10546141,1907.28,293,5/1/2020,May-20
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3441,0.39,4601,6124331,3755454,11750212,1779.67,1331,5/1/2020,May-20
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7905,0.25,2700,5233532,11046533,16858577,662.04,1938,5/1/2020,May-20
台中港酒店,Taichung,200,6200,0.42,2521,6579352,1073050,8303167,1061.34,2610,5/1/2020,May-20
台中福華大飯店,Taichung,155,4805,0.35,2314,3849839,4764984,9968131,801.34,1664,5/1/2020,May-20
台中金典酒店,Taichung,222,6882,0.34,2359,5444700,9188326,19564982,791.21,2308,5/1/2020,May-20
台北W飯店,Taipei,405,12555,0.1,7032,9113117,14141535,27365328,725.7,1296,5/1/2020,May-20
台北中山雅樂軒酒店,Taipei,88,2728,0.19,2159,1127001,299957,1576545,413.02,522,5/1/2020,May-20
台北凱撒大飯店,Taipei,478,14818,0.13,1602,3108567,9485831,37244342,209.7,1940,5/1/2020,May-20
台北君品大酒店,Taipei,286,8866,0.13,2631,3114903,31623094,37597938,351.24,1184,5/1/2020,May-20
台北君悅酒店,Taipei,850,26350,0.08,4385,9055886,53151528,72244671,343.78,2065,5/1/2020,May-20
台北寒舍喜來登大飯店,Taipei,688,21328,0.12,2799,7426029,65166273,83674712,348.2,2653,5/1/2020,May-20
台北寒舍艾美酒店,Taipei,160,4960,0.18,4888,4266791,25664310,34232151,860.29,873,5/1/2020,May-20
台北有園飯店,Taipei,56,1736,0.08,2334,343027,0,1323174,197.69,147,5/1/2020,May-20
台北美福⼤飯店,Taipei,146,4526,0.16,3312,2424718,35092359,41271770,535.55,732,5/1/2020,May-20
台北花園⼤酒店,Taipei,241,7471,0.17,996,1276330,11596481,14318020,170.81,1281,5/1/2020,May-20
台北華國⼤飯店,Taipei,326,10106,0.09,1875,1766035,14142136,17137897,174.75,942,5/1/2020,May-20
台北萬豪酒店,Taipei,318,9858,0.08,5339,4436587,30790694,45093635,450.08,831,5/1/2020,May-20
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15996,0.14,3347,7530247,5095455,14291274,470.92,2250,5/1/2020,May-20
台南大員皇冠假日酒店,Others,230,7130,0.46,2703,8914368,10523640,21717309,1250.41,3298,5/1/2020,May-20
台南⼤飯店,Others,152,4712,0.3,1673,2349973,6537632,9520931,498.89,1405,5/1/2020,May-20
台東桂⽥喜來登酒店,Others,278,8618,0.26,2834,6433776,6182226,13893993,746.48,2270,5/1/2020,May-20
台糖⻑榮酒店(台南),Others,197,6107,0.35,2093,4430242,9312123,14299196,725.64,2117,5/1/2020,May-20
合尊酒店 S Hotel,Taipei,101,3131,0.51,3026,4860045,2061675,7623225,1552.04,1606,5/1/2020,May-20
名人堂花園大飯店,Taoyuan-Hsinchu-Miaoli,128,3968,0.14,5424,2945420,12994405,21297630,742,543,5/1/2020,May-20
